type,passage,original,question,choices,answer
fill in the blank,"Scholars have noted that F. Scott Fitzgerald’s writings
were likely influenced in part by his marriage to
Zelda Fitzgerald, but many don’t recognize Zelda as a
writer in her own right. Indeed, Zelda authored
several works herself, such as the novel Save Me the
Waltz and numerous short stories. Thus, those who
primarily view Zelda as an inspiration for F. Scott’s
writings risk misrepresenting the full range of Zelda’s contributions to literature.","Scholars have noted that F. Scott Fitzgerald’s writings
were likely influenced in part by his marriage to
Zelda Fitzgerald, but many don’t recognize Zelda as a
writer in her own right. Indeed, Zelda authored
several works herself, such as the novel Save Me the
Waltz and numerous short stories. Thus, those who
primarily view Zelda as an inspiration for F. Scott’s
writings ______",Which choice most logically completes the text? ,"A) overlook the many other factors that motivated
F. Scott to write.
B) risk misrepresenting the full range of Zelda’s
contributions to literature.
C) may draw inaccurate conclusions about how
F. Scott and Zelda viewed each other’s works.
D) tend to read the works of F. Scott and Zelda in an
overly autobiographical light. ",risk misrepresenting the full range of Zelda’s contributions to literature.
fill in the blank,"Among social animals that care for their young,
such as chickens, macaque monkeys, and humans,
newborns appear to show an innate attraction to
faces and face-like stimuli. Elisabetta Versace and
her colleagues used an image of three black dots
arranged in the shape of eyes and a nose or mouth
to test whether this trait also occurs in Testudo
tortoises, which live alone and do not engage in
parental care. They found that tortoise hatchlings
showed a significant preference for the image,
suggesting that researchers should not assume that an innate attraction to face-like stimuli is necessarily an adaptation related to social interaction or parental care. 
","Among social animals that care for their young,
such as chickens, macaque monkeys, and humans,
newborns appear to show an innate attraction to
faces and face-like stimuli. Elisabetta Versace and
her colleagues used an image of three black dots
arranged in the shape of eyes and a nose or mouth
to test whether this trait also occurs in Testudo
tortoises, which live alone and do not engage in
parental care. They found that tortoise hatchlings
showed a significant preference for the image,
suggesting that ______
",Which choice most logically completes the text? ,"A) face-like stimuli are likely perceived as harmless
by newborns of social species that practice
parental care but as threatening by newborns of
solitary species without parental care.
B) researchers should not assume that an innate
attraction to face-like stimuli is necessarily an
adaptation related to social interaction or
parental care.
C) researchers can assume that the attraction to
face-like stimuli that is seen in social species that
practice parental care is learned rather than
innate.
D) newly hatched Testudo tortoises show a stronger
preference for face-like stimuli than adult
Testudo tortoises do. ",researchers should not assume that an innate attraction to face-like stimuli is necessarily an adaptation related to social interaction or parental care. 
fill in the blank,"Compiled in the late 1500s largely through the
efforts of Indigenous scribes, Cantares Mexicanos is
the most important collection of poetry in Classical
Nahuatl, the principal language of the Aztec Empire.
The poems portray Aztec society before the
occupation of the empire by the army of Spain, and
marginal notes in Cantares Mexicanos indicate that
much of the collection’s content predates the initial
invasion. Nonetheless, some of the poems contain
inarguable references to beliefs and customs
common in Spain during this era. Thus, some
scholars have concluded that while its content largely predates the invasion,
Cantares Mexicanos also contains additions
made after the invasion.","Compiled in the late 1500s largely through the
efforts of Indigenous scribes, Cantares Mexicanos is
the most important collection of poetry in Classical
Nahuatl, the principal language of the Aztec Empire.
The poems portray Aztec society before the
occupation of the empire by the army of Spain, and
marginal notes in Cantares Mexicanos indicate that
much of the collection’s content predates the initial
invasion. Nonetheless, some of the poems contain
inarguable references to beliefs and customs
common in Spain during this era. Thus, some
scholars have concluded that _____","Which choice most logically completes the text? 
","A) while its content largely predates the invasion,
Cantares Mexicanos also contains additions
made after the invasion.
B) although those who compiled Cantares
Mexicanos were fluent in Nahuatl, they had
limited knowledge of the Spanish language.
C) before the invasion by Spain, the poets of the
Aztec Empire borrowed from the literary
traditions of other societies.
D) the references to beliefs and customs in
Spain should be attributed to a coincidental
resemblance between the societies of Spain
and the Aztec Empire. 
","while its content largely predates the invasion,
Cantares Mexicanos also contains additions
made after the invasion."
fill in the blank,"In a study of the cognitive abilities of white-faced
capuchin monkeys (Cebus imitator), researchers
neglected to control for the physical difficulty of the
tasks they used to evaluate the monkeys. The
cognitive abilities of monkeys given problems
requiring little dexterity, such as sliding a panel to
retrieve food, were judged by the same criteria as
were those of monkeys given physically demanding
problems, such as unscrewing a bottle and inserting a
straw. The results of the study, therefore, could suggest that there are differences in
cognitive ability among the monkeys even
though such differences may not actually exist.","In a study of the cognitive abilities of white-faced
capuchin monkeys (Cebus imitator), researchers
neglected to control for the physical difficulty of the
tasks they used to evaluate the monkeys. The
cognitive abilities of monkeys given problems
requiring little dexterity, such as sliding a panel to
retrieve food, were judged by the same criteria as
were those of monkeys given physically demanding
problems, such as unscrewing a bottle and inserting a
straw. The results of the study, therefore, ______",Which choice most logically completes the text?,"A) could suggest that there are differences in
cognitive ability among the monkeys even
though such differences may not actually exist.
B) are useful for identifying tasks that the monkeys
lack the cognitive capacity to perform but not for
identifying tasks that the monkeys can perform.
C) should not be taken as indicative of the cognitive
abilities of any monkey species other than
C. imitator.
D) reveal more about the monkeys’ cognitive
abilities when solving artificial problems than
when solving problems encountered in the wild.","could suggest that there are differences in
cognitive ability among the monkeys even
though such differences may not actually exist."
grammar,"To survive when water is scarce, embryos
inside African turquoise killifish eggs enter a
dormant state known as diapause. In this state,
embryonic development is paused for as long as two
years—longer than the life span of an adult killifish. 
","To survive when water is scarce, embryos
inside African turquoise killifish eggs ______ a
dormant state known as diapause. In this state,
embryonic development is paused for as long as two
years—longer than the life span of an adult killifish. 
","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) enter
B) to enter
C) having entered
D) entering ",enter
grammar,"Formed in 1967 to foster political and economic
stability within the Asia-Pacific region, the
Association of Southeast Asian Nations was
originally made up of five members: Thailand, the
Philippines, Singapore, Malaysia, and Indonesia. By
the end of the 1990s, the organization had doubled its
initial membership. 
","Formed in 1967 to foster political and economic
stability within the Asia-Pacific region, the
Association of Southeast Asian Nations was
originally made up of five members: Thailand, the
Philippines, Singapore, Malaysia, and Indonesia. By
the end of the 1990s, the organization ______ its
initial membership. 
","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) has doubled
B) had doubled
C) doubles
D) will double ",had doubled
grammar,"The intense pressure found in the deep ocean can affect the structure of proteins in fish’s cells, distorting the proteins’ shape. The chemical trimethylamine N-oxide (TMAO) counters this effect, ensuring that proteins retain their original configurations. TMAO is found in high concentrations in the cells of the deepest-dwelling fish. ","The intense pressure found in the deep ocean can affect the structure of proteins in fish’s cells, distorting the proteins’ shape. The chemical trimethylamine N-oxide (TMAO) counters this effect, ensuring that proteins retain their original ______ is found in high concentrations in the cells of the deepest-dwelling fish. ",Which choice completes the text so that it conforms to the conventions of Standard English? ,"A) configurations. TMAO B) configurations TMAO C) configurations, TMAO D) configurations and TMAO",configurations. TMAO
grammar,"Food and the sensation of taste are central to
Monique Truong’s novels. In The Book of Salt, for
example, the exiled character of Bình connects to his
native Saigon through the food he prepares, while in
Bitter in the Mouth, the character of Linda experiences a
form of synesthesia whereby the words she hears
evoke tastes.","Food and the sensation of taste are central to
Monique Truong’s novels. In The Book of Salt, for
example, the exiled character of Bình connects to his
native Saigon through the food he prepares, while in
Bitter in the Mouth, the character of Linda ______ a
form of synesthesia whereby the words she hears
evoke tastes.","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) experienced
B) had experienced
C) experiences
D) will be experiencing ",experiences
grammar,"Inventor John Friedman created a prototype of the
first flexible straw by inserting a screw into a paper
straw and, using dental floss, binding the straw
tightly around the screw’s threads. When the floss and screw
were removed, the resulting corrugations in the
paper allowed the straw to bend easily over the edge
of a glass.","Inventor John Friedman created a prototype of the
first flexible straw by inserting a screw into a paper
straw and, using dental floss, binding the straw
tightly around the ______ When the floss and screw
were removed, the resulting corrugations in the
paper allowed the straw to bend easily over the edge
of a glass.","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) screw’s thread’s.
B) screws’ threads.
C) screw’s threads.
D) screws threads’. ",screw’s threads.
grammar,"In her analysis of Edith Wharton’s The House of
Mirth (1905), scholar Candace Waid observes that
the novel depicts the upper classes of New York
society as “consumed by the appetite of a soulless
materialism,” an apt assessment given that The House of
Mirth is set during the Gilded Age, a period marked
by rapid industrialization, economic greed, and
widening wealth disparities.","In her analysis of Edith Wharton’s The House of
Mirth (1905), scholar Candace Waid observes that
the novel depicts the upper classes of New York
society as “consumed by the appetite of a soulless
______ an apt assessment given that The House of
Mirth is set during the Gilded Age, a period marked
by rapid industrialization, economic greed, and
widening wealth disparities.","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) materialism”; and
B) materialism” and
C) materialism,”
D) materialism” ","materialism,”"
grammar,"To humans, it does not appear that the golden
orb-weaver spider uses camouflage to capture its
prey; rather, the brightly colored arachnid seems to wait
conspicuously in the center of its large circular web
for insects to approach. Researcher Po Peng of the
University of Melbourne has explained that the
spider’s distinctive coloration may in fact be part of
its appeal. ","To humans, it does not appear that the golden
orb-weaver spider uses camouflage to capture its
______ the brightly colored arachnid seems to wait
conspicuously in the center of its large circular web
for insects to approach. Researcher Po Peng of the
University of Melbourne has explained that the
spider’s distinctive coloration may in fact be part of
its appeal. ","Which choice completes the text so that it conforms
to the conventions of Standard English?","A) prey, rather,
B) prey rather,
C) prey, rather;
D) prey; rather, ","prey; rather, "
grammar,"In Death Valley National Park’s Racetrack Playa, a
flat, dry lakebed, are 162 rocks—some weighing less
than a pound but others almost 700 pounds—that
move periodically from place to place, seemingly of
their own volition. Racetrack-like trails in the playa’s sediment mark the rocks
mysterious migration. ","In Death Valley National Park’s Racetrack Playa, a
flat, dry lakebed, are 162 rocks—some weighing less
than a pound but others almost 700 pounds—that
move periodically from place to place, seemingly of
their own volition. Racetrack-like trails in the ______
mysterious migration. ","Which choice completes the text so that it conforms
to the conventions of Standard English? 
","A) playas sediment mark the rock’s
B) playa’s sediment mark the rocks
C) playa’s sediment mark the rocks’
D) playas’ sediment mark the rocks’ ",playa’s sediment mark the rocks
grammar,"In crafting her fantasy fiction, Nigerian-born British
author Helen Oyeyemi has drawn inspiration from
the classic nineteenth-century fairy tales of the
Brothers Grimm. Her 2014 novel Boy, Snow, Bird,
for instance, is a complex retelling of the story of
Snow White, while her 2019 novel <em>Gingerbread</em> offers a
delicious twist on the classic tale of Hansel and
Gretel.","In crafting her fantasy fiction, Nigerian-born British
author Helen Oyeyemi has drawn inspiration from
the classic nineteenth-century fairy tales of the
Brothers Grimm. Her 2014 novel Boy, Snow, Bird,
for instance, is a complex retelling of the story of
Snow White, while her 2019 novel ______ offers a
delicious twist on the classic tale of Hansel and
Gretel.","Which choice completes the text so that it conforms
to the conventions of Standard English? ","A) <em>Gingerbread</em>—
B) <em>Gingerbread</em>,
C) <em>Gingerbread</em>
D) <em>Gingerbread</em>: 
",<em>Gingerbread</em>
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• NASA uses rovers, large remote vehicles with
wheels, to explore the surface of Mars.
• NASA’s rovers can’t explore regions inaccessible
to wheeled vehicles.
• Rovers are also heavy, making them difficult to
land on the planet’s surface.
• Microprobes, robotic probes that weigh as little as
50 milligrams, could be deployed virtually
anywhere on the surface of Mars.
• Microprobes have been proposed as an alternative
to rovers. 
","While researching a topic, a student has taken the
following notes:
• NASA uses rovers, large remote vehicles with
wheels, to explore the surface of Mars.
• NASA’s rovers can’t explore regions inaccessible
to wheeled vehicles.
• Rovers are also heavy, making them difficult to
land on the planet’s surface.
• Microprobes, robotic probes that weigh as little as
50 milligrams, could be deployed virtually
anywhere on the surface of Mars.
• Microprobes have been proposed as an alternative
to rovers. 
","The student wants to explain an advantage of
microprobes. Which choice most effectively uses
relevant information from the notes to accomplish
this goal? ","A) Despite being heavy, NASA’s rovers can land
successfully on the surface of Mars.
B) Microprobes, which weigh as little as
50 milligrams, could explore areas of Mars that
are inaccessible to NASA’s heavy, wheeled
rovers.
C) NASA currently uses its rovers on Mars, but
microprobes have been proposed as an
alternative.
D) Though they are different sizes, both
microprobes and rovers can be used to explore
the surface of Mars. 
","Microprobes, which weigh as little as
50 milligrams, could explore areas of Mars that
are inaccessible to NASA’s heavy, wheeled
rovers."
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• Abdulrazak Gurnah was awarded the 2021 Nobel
Prize in Literature.
• Gurnah was born in Zanzibar in East Africa and
currently lives in the United Kingdom.
• Many readers have singled out Gurnah’s 1994
book Paradise for praise.
• <em>Paradise</em> is a historical novel about events that
occurred in colonial East Africa.","While researching a topic, a student has taken the
following notes:
• Abdulrazak Gurnah was awarded the 2021 Nobel
Prize in Literature.
• Gurnah was born in Zanzibar in East Africa and
currently lives in the United Kingdom.
• Many readers have singled out Gurnah’s 1994
book Paradise for praise.
• <em>Paradise</em> is a historical novel about events that
occurred in colonial East Africa.","The student wants to introduce Paradise to an
audience unfamiliar with the novel and its author.
Which choice most effectively uses relevant
information from the notes to accomplish this goal?","A) Abdulrazak Gurnah, who wrote Paradise and
later was awarded the Nobel Prize in Literature,
was born in Zanzibar in East Africa and
currently lives in the United Kingdom.
B) Many readers have singled out Abdulrazak
Gurnah’s 1994 book Paradise, a historical novel
about colonial East Africa, for praise.
C) A much-praised historical novel about colonial
East Africa, Paradise (1994) was written by
Abdulrazak Gurnah, winner of the 2021 Nobel
Prize in Literature.
D) <em>Paradise</em> is a historical novel about events that
occurred in colonial East Africa, Abdulrazak
Gurnah’s homeland. ","A much-praised historical novel about colonial
East Africa, <em>Paradise</em> (1994) was written by
Abdulrazak Gurnah, winner of the 2021 Nobel
Prize in Literature. "
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• Ulaanbaatar is the capital of Mongolia.
• The city’s population is 907,802.
• Ulaanbaatar contains 31.98 percent of Mongolia’s
population.
• Hanoi is the capital of Vietnam.
• The city’s population is 7,781,631.
• Hanoi contains 8.14 percent of
Vietnam’s population. ","While researching a topic, a student has taken the
following notes:
• Ulaanbaatar is the capital of Mongolia.
• The city’s population is 907,802.
• Ulaanbaatar contains 31.98 percent of Mongolia’s
population.
• Hanoi is the capital of Vietnam.
• The city’s population is 7,781,631.
• Hanoi contains 8.14 percent of
Vietnam’s population. ","Which choice most effectively uses information from
the given sentences to emphasize the relative sizes of
the two capitals’ populations? ","A) Mongolia’s capital is Ulaanbaatar, which has
907,802 people, and Vietnam’s capital is Hanoi,
which has 7,781,631 people.
B) The populations of the capitals of Mongolia and
Vietnam are 907,802 (Ulaanbaatar) and
7,781,631 (Hanoi), respectively.
C) Even though Hanoi (population 7,781,631) is
larger than Ulaanbaatar (population 907,802),
Ulaanbaatar accounts for more of its
country’s population.
D) Comparing Vietnam and Mongolia, 7,781,631 is
8.14 percent of Vietnam’s population, and
907,802 is 31.98 percent of Mongolia’s. ","Even though Hanoi (population 7,781,631) is
larger than Ulaanbaatar (population 907,802),
Ulaanbaatar accounts for more of its
country’s population."
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• One of history’s greatest libraries was the House of
Wisdom in Baghdad, Iraq.
• It was founded in the eighth century with the goal
of preserving all the world’s knowledge.
• Scholars at the House of Wisdom collected
ancient and contemporary texts from Greece,
India, and elsewhere and translated them into
Arabic.
• Writings included those of the Greek philosopher
Aristotle and the Indian mathematician
Aryabhata.
• The House of Wisdom used Chinese papermaking
technology to create paper versions to be studied
and shared. ","While researching a topic, a student has taken the
following notes:
• One of history’s greatest libraries was the House of
Wisdom in Baghdad, Iraq.
• It was founded in the eighth century with the goal
of preserving all the world’s knowledge.
• Scholars at the House of Wisdom collected
ancient and contemporary texts from Greece,
India, and elsewhere and translated them into
Arabic.
• Writings included those of the Greek philosopher
Aristotle and the Indian mathematician
Aryabhata.
• The House of Wisdom used Chinese papermaking
technology to create paper versions to be studied
and shared. ","The student wants to explain how the House of
Wisdom preserved the world’s knowledge. Which
choice most effectively uses relevant information
from the notes to accomplish this goal? ","A) The House of Wisdom was known for bringing
together knowledge from around the world,
including from Greece, India, and China.
B) Founded in Iraq in the eighth century, the House
of Wisdom employed many scholars as
translators.
C) Writings from the Greek philosopher Aristotle
and the Indian mathematician Aryabhata were
preserved at the House of Wisdom.
D) The House of Wisdom collected writings from
different countries and created paper versions in
Arabic to be studied and shared. ","The House of Wisdom collected writings from
different countries and created paper versions in
Arabic to be studied and shared. "
Comparative Advantage Analysis,"While researching a topic, a student has taken the
following notes:
• British musicians John Lennon and
Paul McCartney shared writing credit for
numerous Beatles songs.
• Many Lennon-McCartney songs were actually
written by either Lennon or McCartney, not by
both.
• The exact authorship of specific parts of many
Beatles songs, such as the verse for “In My Life,” is
disputed.
• Mark Glickman, Jason Brown, and Ryan Song
used statistical methods to analyze the musical
content of Beatles songs.
• They concluded that there is 18.9% probability
that McCartney wrote the verse for “In My Life,”
stating that the verse is “consistent with Lennon’s
songwriting style.” ","While researching a topic, a student has taken the
following notes:
• British musicians John Lennon and
Paul McCartney shared writing credit for
numerous Beatles songs.
• Many Lennon-McCartney songs were actually
written by either Lennon or McCartney, not by
both.
• The exact authorship of specific parts of many
Beatles songs, such as the verse for “In My Life,” is
disputed.
• Mark Glickman, Jason Brown, and Ryan Song
used statistical methods to analyze the musical
content of Beatles songs.
• They concluded that there is 18.9% probability
that McCartney wrote the verse for “In My Life,”
stating that the verse is “consistent with Lennon’s
songwriting style.” ","The student wants to make a generalization about the
kind of study conducted by Glickman, Brown, and
Song. Which choice most effectively uses relevant
information from the notes to accomplish this goal? 
","A) Based on statistical analysis, Glickman, Brown,
and Song claim that John Lennon wrote the
verse of “In My Life.”
B) There is only an 18.9% probability that
Paul McCartney wrote the verse for “In My Life”;
John Lennon is the more likely author.
C) It is likely that John Lennon, not
Paul McCartney, wrote the verse for “In My
Life.”
D) Researchers have used statistical methods to
address questions of authorship within the field
of music. "," Researchers have used statistical methods to
address questions of authorship within the field
of music. "
fill in the blank,"The Mule Bone, a 1930 play written by Zora Neale
Hurston and Langston Hughes, is perhaps the
best-known of the few examples of collaboration 
in
literature. Most writers prefer working alone, and
given that working together cost Hurston and
Hughes their friendship, it is not hard to see why. 
","The Mule Bone, a 1930 play written by Zora Neale
Hurston and Langston Hughes, is perhaps the
best-known of the few examples of ______ in
literature. Most writers prefer working alone, and
given that working together cost Hurston and
Hughes their friendship, it is not hard to see why. 
","Which choice completes the text with the most
logical and precise word or phrase? 
","A) characterization
B) interpretation
C) collaboration
D) commercialization ",collaboration 
fill in the blank,"The process of mechanically recycling plastics
is often considered inadequate because of the
environmental impact and the loss of material
quality that often occurs. But chemist Takunda
Chazovachii has helped develop a cleaner process of
chemical recycling that converts superabsorbent
polymers from diapers into a desirable reusable
adhesive. ","The process of mechanically recycling plastics
is often considered ______ because of the
environmental impact and the loss of material
quality that often occurs. But chemist Takunda
Chazovachii has helped develop a cleaner process of
chemical recycling that converts superabsorbent
polymers from diapers into a desirable reusable
adhesive. ","Which choice completes the text with the most
logical and precise word or phrase? ","A) resilient
B) inadequate
C) dynamic
D) satisfactory ",inadequate
fill in the blank,"Interruptions in the supply chain for microchips
used in personal electronics have challenged an
economist’s assertion that retailers can expect robust
growth in sales of those devices in the coming
months. The delays are unlikely to invalidate her
projection entirely but will almost certainly extend
its time frame.","Interruptions in the supply chain for microchips
used in personal electronics have challenged an
economist’s assertion that retailers can expect robust
growth in sales of those devices in the coming
months. The delays are unlikely to ______ her
projection entirely but will almost certainly extend
its time frame.","Which choice completes the text with the most
logical and precise word or phrase? ","A) dispute
B) withdraw
C) underscore
D) invalidate ",invalidate 
fill in the blank,"For her 2021 art installation Anthem, Wu Tsang
joined forces with singer and composer Beverly
Glenn-Copeland to produce a piece that critics
found truly inventive: they praised Tsang for
creatively transforming a museum rotunda into a
dynamic exhibit by projecting filmed images of
Glenn-Copeland onto a massive 84-foot curtain and
filling the space with the sounds of his and other
voices singing. 
","For her 2021 art installation Anthem, Wu Tsang
joined forces with singer and composer Beverly
Glenn-Copeland to produce a piece that critics
found truly ______: they praised Tsang for
creatively transforming a museum rotunda into a
dynamic exhibit by projecting filmed images of
Glenn-Copeland onto a massive 84-foot curtain and
filling the space with the sounds of his and other
voices singing. 
","Which choice completes the text with the most
logical and precise word or phrase? 
","A) restrained
B) inventive
C) inexplicable
D) mystifying 
","inventive 
"
fill in the blank,"Some scientists have suggested that mammals in the
Mesozoic era were not a very diverse group, but
paleontologist Zhe-Xi Luo’s research suggests that
early mammals living in the shadow of dinosaurs
weren’t all ground-dwelling insectivores. Fossils of
various plant-eating mammals have been found in
China, including species like Vilevolodon diplomylos,
which Luo says could glide like a flying squirrel. 
","Some scientists have suggested that mammals in the
Mesozoic era were not a very ______ group, but
paleontologist Zhe-Xi Luo’s research suggests that
early mammals living in the shadow of dinosaurs
weren’t all ground-dwelling insectivores. Fossils of
various plant-eating mammals have been found in
China, including species like Vilevolodon diplomylos,
which Luo says could glide like a flying squirrel. 
",Which choice completes the text with the most logical and precise word or phrase?,"A) predatory
B) obscure
C) diverse
D) localized ",diverse
find the subject,"The following text is adapted from Gwendolyn
Bennett’s 1926 poem “Street Lamps in Early Spring.”
<quote>Night wears a garment
All velvet soft, all violet blue...
And over her face she draws a veil
As shimmering fine as floating dew...
And here and there
In the black of her hair
The subtle hands of Night
Move slowly with their gem-starred light. </quote>","The following text is adapted from Gwendolyn
Bennett’s 1926 poem “Street Lamps in Early Spring.”
<quote>Night wears a garment
All velvet soft, all violet blue...
And over her face she draws a veil
As shimmering fine as floating dew...
And here and there
In the black of her hair
The subtle hands of Night
Move slowly with their gem-starred light. </quote>","Which choice best describes the overall structure of
the text? ","A) It presents alternating descriptions of night in a
rural area and in a city.
B) It sketches an image of nightfall, then an image
of sunrise.
C) It makes an extended comparison of night to a
human being.
D) It portrays how night changes from one season
of the year to the next. ","It makes an extended comparison of night to a
human being."
find function of the sentence,"According to historian Vicki L. Ruiz, Mexican
American women made crucial contributions to the
labor movement during World War II. At the time,
food processing companies entered into contracts to
supply United States armed forces with canned
goods. Increased production quotas conferred
greater bargaining power on the companies’
employees, many of whom were Mexican American
women: employees insisted on more favorable
benefits, and employers, who were anxious to fulfill
the contracts, complied. Thus, labor activism became
a platform for Mexican American women to assert
their agency. ","According to historian Vicki L. Ruiz, Mexican
American women made crucial contributions to the
labor movement during World War II. At the time,
food processing companies entered into contracts to
supply United States armed forces with canned
goods. Increased production quotas conferred
greater bargaining power on the companies’
employees, many of whom were Mexican American
women: <underline>employees insisted on more favorable
benefits, and employers, who were anxious to fulfill
the contracts, complied.</underline> Thus, labor activism became
a platform for Mexican American women to assert
their agency. ","Which choice best describes the function of the
underlined portion in the text as a whole?","A) It elaborates on a claim about labor relations in a
particular industry made earlier in the text.
B) It offers an example of a trend in the World
War II–era economy discussed earlier in the text.
C) It notes a possible exception to the historical
narrative of labor activism sketched earlier in the
text.
D) It provides further details about the identities of
the workers discussed earlier in the text. ","It elaborates on a claim about labor relations in a
particular industry made earlier in the text."
find function of the sentence,"The following text is adapted from Zora Neale
Hurston’s 1921 short story “John Redding Goes to
Sea.” John is a child who lives in a town in the woods.
<quote>Perhaps ten-year-old John was puzzling to the
folk there in the Florida woods for he was an
imaginative child and fond of day-dreams. The
St. John River flowed a scarce three hundred feet
from his back door. On its banks at this point
grow numerous palms, luxuriant magnolias
and bay trees. On the bosom of the stream
float millions of delicately colored hyacinths.
[John Redding] loved to wander down to the
water’s edge, and, casting in dry twigs, watch
them sail away down stream to Jacksonville, the
sea, the wide world and [he] wanted to follow
them. </quote>","The following text is adapted from Zora Neale
Hurston’s 1921 short story “John Redding Goes to
Sea.” John is a child who lives in a town in the woods.
<quote>Perhaps ten-year-old John was puzzling to the
folk there in the Florida woods for he was an
imaginative child and fond of day-dreams. The
St. John River flowed a scarce three hundred feet
from his back door. On its banks at this point
grow numerous palms, luxuriant magnolias
and bay trees. On the bosom of the stream
float millions of delicately colored hyacinths.
<underline>[John Redding] loved to wander down to the
water’s edge, and, casting in dry twigs, watch
them sail away down stream to Jacksonville, the
sea, the wide world and [he] wanted to follow
them. </underline></quote>","Which choice best describes the function of the
underlined sentence in the text as a whole? 
","A) It provides an extended description of a location
that John likes to visit.
B) It reveals that some residents of John’s town are
confused by his behavior.
C) It illustrates the uniqueness of John’s
imagination compared to the imaginations
of other children.
D) It suggests that John longs to experience a larger
life outside the Florida woods. 
","It suggests that John longs to experience a larger
life outside the Florida woods. "
Information comprehension and inference,"The following text is adapted from Oscar Wilde’s
1891 novel The Picture of Dorian Gray. Dorian Gray
is taking his first look at a portrait that Hallward has
painted of him.
<quote>Dorian passed listlessly in front of his picture
and turned towards it. When he saw it he drew
back, and his cheeks flushed for a moment with
pleasure. A look of joy came into his eyes, as if he
had recognized himself for the first time. He
stood there motionless and in wonder, dimly
conscious that Hallward was speaking to him,
but not catching the meaning of his words. The
sense of his own beauty came on him like a
revelation. He had never felt it before. </quote>","The following text is adapted from Oscar Wilde’s
1891 novel The Picture of Dorian Gray. Dorian Gray
is taking his first look at a portrait that Hallward has
painted of him.
<quote>Dorian passed listlessly in front of his picture
and turned towards it. When he saw it he drew
back, and his cheeks flushed for a moment with
pleasure. A look of joy came into his eyes, as if he
had recognized himself for the first time. He
stood there motionless and in wonder, dimly
conscious that Hallward was speaking to him,
but not catching the meaning of his words. The
sense of his own beauty came on him like a
revelation. He had never felt it before. </quote>","According to the text, what is true about Dorian? 
","A) He wants to know Hallward’s opinion of the
portrait.
B) He is delighted by what he sees in the portrait.
C) He prefers portraits to other types of paintings.
D) He is uncertain of Hallward’s talent as an artist. ",He is delighted by what he sees in the portrait.
Reasoning,"Mosasaurs were large marine reptiles that lived
in the Late Cretaceous period, approximately
100 million to 66 million years ago. Celina Suarez,
Alberto Pérez-Huerta, and T. Lynn Harrell Jr.
examined oxygen-18 isotopes in mosasaur tooth
enamel in order to calculate likely mosasaur body
temperatures and determined that mosasaurs were
endothermic—that is, they used internal metabolic
processes to maintain a stable body temperature
in a variety of ambient temperatures. Suarez,
Pérez-Huerta, and Harrell claim that endothermy
would have enabled mosasaurs to include relatively
cold polar waters in their range. ","Mosasaurs were large marine reptiles that lived
in the Late Cretaceous period, approximately
100 million to 66 million years ago. Celina Suarez,
Alberto Pérez-Huerta, and T. Lynn Harrell Jr.
examined oxygen-18 isotopes in mosasaur tooth
enamel in order to calculate likely mosasaur body
temperatures and determined that mosasaurs were
endothermic—that is, they used internal metabolic
processes to maintain a stable body temperature
in a variety of ambient temperatures. Suarez,
Pérez-Huerta, and Harrell claim that endothermy
would have enabled mosasaurs to include relatively
cold polar waters in their range. ","Which finding, if true, would most directly support
Suarez, Pérez-Huerta, and Harrell’s claim? ","A) Mosasaurs’ likely body temperatures are easier
to determine from tooth enamel oxygen-18
isotope data than the body temperatures of
nonendothermic Late Cretaceous marine
reptiles are.
B) Fossils of both mosasaurs and nonendothermic
marine reptiles have been found in roughly equal
numbers in regions known to be near the poles
during the Late Cretaceous, though in lower
concentrations than elsewhere.
C) Several mosasaur fossils have been found in
regions known to be near the poles during the
Late Cretaceous, while relatively few fossils of
nonendothermic marine reptiles have been
found in those locations.
D) During the Late Cretaceous, seawater
temperatures were likely higher throughout
mosasaurs’ range, including near the poles, than
seawater temperatures at those same latitudes are
today. "," Several mosasaur fossils have been found in
regions known to be near the poles during the
Late Cretaceous, while relatively few fossils of
nonendothermic marine reptiles have been
found in those locations."
